#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:1902533	Positive regulation of intracellular signal transduction	17	997	0.69	0.81	1.04e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000499459	TNFRSF1A,OSM,HGF,IL1B,TNFRSF10B,KIT,FGF19,LEP,MET,FN1,FASLG,CCL8,NPY,IL6,IL18R1,TNF,IL19
GO:0002684	Positive regulation of immune system process	16	874	0.72	0.84	1.06e-05	9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000347714,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000451040	MSTN,IL1B,KIT,LEP,ICOSLG,THBS4,FCAR,VSIG4,MOG,LILRB4,CCL8,IL6,IL18R1,TNF,IL10,PGF
GO:0098609	Cell-cell adhesion	13	542	0.84	0.95	1.11e-05	9606.ENSP00000222271,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000379438,9606.ENSP00000398698,9606.ENSP00000420298	COMP,CCN3,IL1B,KIT,LEP,BSG,THBS4,SIGLEC1,FN1,PLXNB2,UMOD,TNF,CD200
GO:0051384	Response to glucocorticoid	8	144	1.2	1.24	1.16e-05	9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000259206,9606.ENSP00000260950,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607	OXT,PLAT,IL1RN,MSTN,IL6,TNF,IL10,ADM
GO:0009653	Anatomical structure morphogenesis	25	2229	0.51	0.64	1.28e-05	9606.ENSP00000002829,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000275815,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000378058,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,COMP,HGF,HS6ST1,CCN3,EPHA1,FGF19,LTBP3,B4GAT1,LEP,MET,LEPR,BSG,FN1,PLXNB2,MFAP5,FASLG,HSPG2,EFEMP1,IL6,TNF,IL10,EFNA4,ADM,PGF
GO:0032103	Positive regulation of response to external stimulus	12	453	0.88	0.98	1.29e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000256104,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000317272,9606.ENSP00000339730,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	TNFRSF1A,OSM,PLAT,FABP4,MSTN,IL1B,MET,THBS4,NPY,IL6,TNF,PGF
GO:0009966	Regulation of signal transduction	29	2978	0.44	0.58	1.49e-05	9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000306864,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000499459	TNFRSF1A,FSTL3,OSM,HGF,IL1RN,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,VASN,INHBC,WFIKKN2,LEP,MET,FN1,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,NPY,IL6,IL18R1,TNF,IL10,ADM,IL19
GO:0050727	Regulation of inflammatory response	11	371	0.93	1.01	1.57e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	TNFRSF1A,OSM,HGF,FABP4,CCN3,IL1B,NPY,IL6,TNF,IL10,CD200
GO:0051246	Regulation of protein metabolic process	27	2622	0.47	0.6	1.67e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000243924,9606.ENSP00000256104,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000295550,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000451040	TNFRSF1A,OSM,PLAT,HGF,PI3,FABP4,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,COL6A3,INHBC,WFIKKN2,LEP,LEPR,THBS4,FN1,PLXNB2,FASLG,HSPG2,LILRB4,IL6,TNF,IL10,PGF
GO:0031099	Regeneration	8	154	1.17	1.19	1.77e-05	9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	HGF,CCN3,MSTN,IL6,TNF,IL10,ADM,PGF
GO:0022603	Regulation of anatomical structure morphogenesis	16	920	0.7	0.8	1.89e-05	9606.ENSP00000002829,9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,HGF,IL1B,EPHA1,KIT,LEP,THBS4,FN1,PLXNB2,FASLG,HSPG2,IL6,TNF,IL10,ADM,PGF
GO:0032502	Developmental process	41	5657	0.32	0.48	2.07e-05	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000295550,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000405577,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OXT,COMP,HGF,FABP4,HS6ST1,CCN3,MSTN,IL1B,EPHA1,KIT,FGF19,COL6A3,LTBP3,B4GAT1,WFIKKN2,LEP,MET,LEPR,BSG,FN1,PLXNB2,MFAP5,FASLG,CHRDL1,HSPG2,MOG,LILRB4,EFEMP1,UMOD,NPY,IL6,IL18R1,TNF,CLMP,IL10,EFNA4,ADM,PGF
GO:0001775	Cell activation	14	693	0.76	0.85	2.23e-05	9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000339477,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237	PLAT,COMP,IL1B,KIT,LEP,LEPR,ICOSLG,FN1,FCAR,NPY,IL6,IL18R1,TNF,IL10
GO:0032102	Negative regulation of response to external stimulus	11	387	0.91	0.98	2.23e-05	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000312652,9606.ENSP00000363869,9606.ENSP00000384364,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	SEMA3F,TNFRSF1A,PLAT,HGF,CCN3,LEP,VSIG4,NPY,TNF,IL10,CD200
GO:0051093	Negative regulation of developmental process	16	933	0.69	0.79	2.23e-05	9606.ENSP00000002829,9606.ENSP00000166139,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000385675,9606.ENSP00000398698	SEMA3F,FSTL3,CCN3,MSTN,IL1B,KIT,LTBP3,VASN,LEP,THBS4,FASLG,HSPG2,LILRB4,EFEMP1,IL6,TNF
GO:0042742	Defense response to bacterium	10	306	0.97	1.02	2.46e-05	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000263341,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,IL1B,UMOD,NPY,IL6,TNF,IL10,GNLY,ADM
GO:0048518	Positive regulation of biological process	43	6207	0.3	0.46	2.54e-05	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000436607,9606.ENSP00000451040,9606.ENSP00000499459	SEMA3F,TNFRSF1A,FSTL3,OSM,OXT,PLAT,COMP,HGF,FABP4,CCN3,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,LTBP3,INHBC,LEP,MET,IFNLR1,LEPR,BSG,ICOSLG,THBS4,FN1,FCAR,PLXNB2,FASLG,VSIG4,MOG,FGFBP1,LILRB4,CCL8,NPY,IL6,IL18R1,TNF,IL10,CD200,ADM,PGF,IL19
GO:0051048	Negative regulation of secretion	8	164	1.14	1.14	2.56e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000398698,9606.ENSP00000420298	TNFRSF1A,OSM,OXT,CCN3,IL1B,LEP,TNF,CD200
GO:0009719	Response to endogenous stimulus	19	1363	0.6	0.7	2.67e-05	9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000259206,9606.ENSP00000260950,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	OXT,PLAT,COMP,IL1RN,MSTN,KIT,FGF19,LTBP3,WFIKKN2,LEP,LEPR,BSG,CHRDL1,FGFBP1,IL6,TNF,IL10,ADM,PGF
GO:0032501	Multicellular organismal process	44	6490	0.29	0.45	2.80e-05	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000243924,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000405577,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000417185,9606.ENSP00000436607,9606.ENSP00000451040,9606.ENSP00000498879	SEMA3F,TNFRSF1A,FSTL3,OXT,PLAT,COMP,HGF,PI3,HS6ST1,CCN3,MSTN,IL1B,EPHA1,KIT,FGF19,LTBP3,B4GAT1,WFIKKN2,LEP,MET,LEPR,BSG,THBS4,FN1,PLXNB2,MFAP5,FASLG,CHRDL1,HSPG2,MOG,LILRB4,EFEMP1,UMOD,NPY,IL6,IL18R1,TNF,CLMP,IL10,EFNA4,VWA1,ADM,PGF,CD59
GO:0042531	Positive regulation of tyrosine phosphorylation of STAT protein	6	65	1.42	1.28	2.86e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000385675,9606.ENSP00000398698	TNFRSF1A,OSM,KIT,LEP,IL6,TNF
GO:0009607	Response to biotic stimulus	19	1375	0.6	0.7	2.92e-05	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000294312,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,FABP4,IL1B,TNFRSF10B,FGF19,IFNLR1,ICOSLG,FCAR,FASLG,VSIG4,CCL8,UMOD,NPY,IL6,TNF,IL10,GNLY,ADM
GO:0030154	Cell differentiation	31	3507	0.4	0.54	3.11e-05	9606.ENSP00000002829,9606.ENSP00000166139,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,FSTL3,COMP,HGF,FABP4,HS6ST1,CCN3,IL1B,EPHA1,KIT,FGF19,LTBP3,B4GAT1,WFIKKN2,LEP,MET,LEPR,BSG,FN1,PLXNB2,FASLG,CHRDL1,HSPG2,NPY,IL6,IL18R1,TNF,IL10,EFNA4,ADM,PGF
GO:0031100	Animal organ regeneration	6	67	1.41	1.26	3.28e-05	9606.ENSP00000222390,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	HGF,IL6,TNF,IL10,ADM,PGF
GO:0050776	Regulation of immune response	15	844	0.71	0.79	3.29e-05	9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000498879	IL1B,KIT,LEP,ICOSLG,FCAR,VSIG4,MOG,LILRB4,NPY,IL6,IL18R1,TNF,IL10,CD200,CD59
GO:0014823	Response to activity	6	68	1.4	1.25	3.49e-05	9606.ENSP00000217386,9606.ENSP00000260950,9606.ENSP00000312652,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237	OXT,MSTN,LEP,IL6,TNF,IL10
GO:0048514	Blood vessel morphogenesis	11	419	0.87	0.91	4.06e-05	9606.ENSP00000222271,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000275815,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000363827,9606.ENSP00000436607,9606.ENSP00000451040	COMP,HS6ST1,CCN3,EPHA1,LEP,LEPR,BSG,FN1,HSPG2,ADM,PGF
GO:0050900	Leukocyte migration	9	249	1.01	1.02	4.13e-05	9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237	IL1B,KIT,LEP,BSG,CCL8,UMOD,IL6,TNF,IL10
GO:0002718	Regulation of cytokine production involved in immune response	7	120	1.22	1.14	4.43e-05	9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237	IL1B,KIT,LILRB4,IL6,IL18R1,TNF,IL10
GO:0045595	Regulation of cell differentiation	20	1582	0.56	0.65	4.76e-05	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000312652,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607	SEMA3F,TNFRSF1A,FSTL3,OSM,HGF,CCN3,MSTN,IL1B,KIT,LTBP3,VASN,LEP,FN1,PLXNB2,LILRB4,EFEMP1,IL6,TNF,IL10,ADM
GO:0050730	Regulation of peptidyl-tyrosine phosphorylation	9	259	1.0	0.98	5.52e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698	TNFRSF1A,OSM,HGF,KIT,LEP,THBS4,LILRB4,IL6,TNF
GO:0042129	Regulation of T cell proliferation	8	187	1.09	1.04	5.64e-05	9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000412237,9606.ENSP00000478699	IL1B,LEP,ICOSLG,VSIG4,LILRB4,IL6,IL10,TNFRSF9
GO:0014068	Positive regulation of phosphatidylinositol 3-kinase signaling	6	79	1.34	1.15	7.23e-05	9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000346839,9606.ENSP00000398698	OSM,HGF,KIT,LEP,FN1,TNF
GO:0050731	Positive regulation of peptidyl-tyrosine phosphorylation	8	194	1.07	1.01	7.23e-05	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000385675,9606.ENSP00000398698	TNFRSF1A,OSM,HGF,KIT,LEP,THBS4,IL6,TNF
GO:0030155	Regulation of cell adhesion	14	784	0.71	0.75	7.48e-05	9606.ENSP00000166139,9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237	FSTL3,IL1RN,IL1B,EPHA1,LEP,ICOSLG,FN1,PLXNB2,VSIG4,LILRB4,NPY,IL6,TNF,IL10
GO:0002526	Acute inflammatory response	6	80	1.33	1.14	7.52e-05	9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000346839,9606.ENSP00000352071,9606.ENSP00000385675,9606.ENSP00000398698	IL1RN,IL1B,FN1,CD163,IL6,TNF
GO:0051707	Response to other organism	18	1328	0.59	0.66	7.52e-05	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000294312,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,FABP4,IL1B,FGF19,IFNLR1,ICOSLG,FCAR,FASLG,VSIG4,CCL8,UMOD,NPY,IL6,TNF,IL10,GNLY,ADM
GO:0035239	Tube morphogenesis	13	669	0.74	0.78	7.72e-05	9606.ENSP00000222271,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000275815,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000363827,9606.ENSP00000436607,9606.ENSP00000451040	COMP,HS6ST1,CCN3,EPHA1,LEP,MET,LEPR,BSG,FN1,PLXNB2,HSPG2,ADM,PGF
GO:0006953	Acute-phase response	5	42	1.53	1.2	8.21e-05	9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000346839,9606.ENSP00000352071,9606.ENSP00000385675	IL1RN,IL1B,FN1,CD163,IL6
GO:0010648	Negative regulation of cell communication	18	1348	0.58	0.65	8.93e-05	9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000306864,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000361112,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000499459	FSTL3,OSM,HGF,IL1RN,CCN3,MSTN,IL1B,VASN,WFIKKN2,LEP,MET,CHRDL1,LILRB4,IL6,TNF,IL10,ADM,IL19
GO:0023057	Negative regulation of signaling	18	1354	0.58	0.65	9.44e-05	9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000306864,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000361112,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000499459	FSTL3,OSM,HGF,IL1RN,CCN3,MSTN,IL1B,VASN,WFIKKN2,LEP,MET,CHRDL1,LILRB4,IL6,TNF,IL10,ADM,IL19
GO:0046427	Positive regulation of receptor signaling pathway via JAK-STAT	5	45	1.5	1.16	0.00011	9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237	KIT,LEP,IL6,TNF,IL10
GO:0080134	Regulation of response to stress	18	1373	0.57	0.64	0.00011	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000294312,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000327824,9606.ENSP00000347714,9606.ENSP00000363869,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	TNFRSF1A,OSM,PLAT,HGF,FABP4,CCN3,IL1B,FGF19,LEP,MET,IFNLR1,FCAR,VSIG4,NPY,IL6,TNF,IL10,CD200
GO:0060326	Cell chemotaxis	8	210	1.04	0.95	0.00012	9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000333769,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000412237	HGF,CCN3,IL1B,KIT,BSG,CCL8,IL6,IL10
GO:0001819	Positive regulation of cytokine production	11	482	0.81	0.8	0.00013	9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	OSM,HGF,IL1B,KIT,LEP,BSG,IL6,IL18R1,TNF,IL10,CD200
GO:0002697	Regulation of immune effector process	10	383	0.87	0.84	0.00013	9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000498879	IL1B,KIT,LEP,VSIG4,LILRB4,IL6,IL18R1,TNF,IL10,CD59
GO:0033993	Response to lipid	14	827	0.68	0.71	0.00013	9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000259206,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607	OXT,PLAT,IL1RN,MSTN,IL1B,LEP,ICOSLG,FCAR,FASLG,UMOD,IL6,TNF,IL10,ADM
